,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92
2020-09-24,154.83,201.69,142.04,73.53,156.16,156.4,155.2,204.08,140.61,162.97,217.12,167.31,169.41,156.18,172.32,160.25,161.08,164.02,146.9,194.45,169.55,186.47,146.99,169.06,138.83,170.28,165.06,181.44,162.6,167.72,149.04,154.63,247.82,149.16,183.51,153.13,212.24,164.23,172.09,161.73,170.17,147.53,159.97,152.49,163.07,137.26,180.29,209.82,180.21,165.74,202.53,169.36,159.0,134.56,63.39,130.99,188.56,178.15,127.89,39.68,182.43,164.33,168.14,174.18,148.85,177.63,162.93,180.75,165.37,173.33,163.9,163.17,152.73,151.46,155.58,176.39,170.87,184.55,134.49,131.07,57.13,158.25,149.48,161.54,173.81,164.13,156.35,154.91,148.56,167.91,162.66,179.37,164.2
2020-09-25,188.17,250.05,168.16,79.1,200.41,183.68,189.52,254.2,180.54,193.55,351.74,195.77,203.06,184.9,192.62,205.34,207.32,192.16,183.9,265.92,204.41,252.85,201.17,192.21,156.34,198.22,277.29,232.15,192.09,235.84,196.85,182.08,298.54,179.79,208.69,176.88,245.31,198.41,235.35,219.64,207.18,155.25,214.16,213.37,195.97,170.73,218.15,253.42,228.96,198.94,239.09,199.48,187.55,160.56,66.52,173.21,206.26,230.24,160.28,53.59,215.91,196.7,216.86,216.31,183.22,218.52,184.89,211.1,181.57,227.69,196.43,207.99,177.11,201.25,186.38,236.59,208.72,257.48,186.79,165.66,62.6,202.89,183.44,208.4,206.77,207.54,197.13,181.2,219.51,216.01,185.83,227.73,199.8
2020-09-26,183.73,270.01,169.92,81.89,222.58,178.37,184.44,272.33,222.41,186.69,573.94,230.68,209.4,195.17,227.74,204.88,225.18,191.5,221.46,237.81,204.13,241.35,185.48,175.67,154.72,243.76,290.26,250.71,193.9,279.86,212.71,194.66,311.05,199.55,227.59,179.16,226.61,200.04,235.35,215.09,194.37,177.4,237.81,196.01,220.18,151.01,226.22,255.4,253.88,202.63,258.89,218.54,189.1,158.03,68.74,199.41,216.69,243.27,158.25,51.26,240.94,204.75,232.92,239.07,209.87,233.82,221.85,215.56,213.91,232.33,216.12,184.42,219.25,263.09,185.56,221.5,238.43,295.48,168.11,172.05,61.44,186.34,178.03,207.56,227.42,204.94,235.49,184.75,217.12,207.34,185.98,263.23,200.13
2020-09-27,127.15,156.27,118.65,59.57,138.58,116.43,128.88,158.28,144.65,142.55,413.92,145.39,171.17,141.12,172.26,153.05,141.69,136.9,155.3,182.94,144.49,138.94,122.79,115.15,110.36,162.08,225.93,173.74,124.74,165.86,149.84,132.65,192.08,126.08,164.12,122.32,178.21,138.15,173.83,148.34,181.19,101.08,169.57,150.0,147.95,103.42,153.83,156.37,206.79,157.5,190.71,144.12,128.34,112.27,49.88,122.95,150.01,194.74,112.21,26.27,185.77,155.25,207.24,146.48,176.39,179.37,143.04,163.91,136.47,171.07,137.45,161.76,149.53,198.87,126.9,128.22,152.92,212.17,119.03,126.36,38.56,149.58,120.22,128.72,159.84,148.09,149.75,128.93,148.77,160.32,126.96,212.57,137.62
2020-09-28,135.12,167.89,120.4,67.02,126.8,145.05,135.77,171.57,119.74,135.31,183.35,141.46,145.99,134.62,130.53,128.74,128.1,145.61,126.17,144.88,140.15,149.08,129.24,145.06,113.37,135.21,159.58,153.1,132.91,131.46,148.24,127.83,196.12,128.33,152.86,132.01,160.71,138.11,142.65,132.23,144.58,124.75,148.75,138.04,138.1,123.6,151.11,185.48,154.78,141.95,177.59,146.35,129.73,115.22,56.3,106.69,151.6,148.38,103.15,26.6,150.7,125.75,142.89,142.64,125.02,152.84,132.99,144.8,153.98,162.55,131.56,141.42,129.37,123.97,127.65,131.56,146.21,151.01,122.07,112.72,43.91,139.08,131.15,158.94,153.69,144.26,133.24,129.91,129.26,147.22,132.23,152.41,136.79
2020-09-29,144.96,180.57,127.97,67.02,144.28,128.0,145.54,183.44,125.09,139.87,199.44,157.43,147.67,136.69,134.86,135.85,142.32,157.87,125.36,146.66,150.41,175.65,145.1,156.71,118.05,163.22,161.92,156.21,136.79,139.85,145.51,138.18,216.55,148.72,150.93,138.42,181.85,142.8,155.55,131.2,137.45,134.35,148.86,152.99,149.81,121.48,155.55,198.84,155.35,143.9,178.1,149.55,147.88,121.42,59.25,119.93,154.05,159.2,105.91,30.4,173.46,142.36,154.55,167.77,126.21,155.6,149.35,149.63,144.65,154.53,129.44,136.77,134.12,137.15,138.6,152.96,144.63,153.06,133.36,118.37,47.73,142.23,135.72,168.01,135.33,141.83,138.52,138.1,143.86,160.64,142.46,143.17,155.74
2020-09-30,141.98,158.78,129.46,68.0,142.74,142.54,142.02,160.7,124.04,142.41,205.83,134.7,144.19,145.88,136.95,147.07,142.8,152.4,136.48,148.48,147.47,170.53,150.8,149.14,127.42,142.98,205.64,156.27,144.24,145.67,142.25,133.64,205.46,171.76,149.28,142.51,173.78,146.77,161.19,131.2,135.63,133.18,147.97,151.25,159.87,137.84,146.75,160.36,150.21,152.2,193.61,148.25,150.38,121.7,57.77,120.31,161.62,155.84,112.66,30.65,162.08,138.9,148.54,154.51,138.6,160.14,136.79,151.51,152.75,136.31,145.37,146.69,132.45,113.54,135.11,156.77,136.05,148.54,124.76,114.57,47.79,136.55,140.25,161.71,135.15,152.45,145.37,142.78,147.72,158.76,144.86,141.63,152.6
2020-10-01,150.15,187.95,139.13,68.7,151.53,161.88,150.43,192.12,132.89,153.71,215.9,155.13,158.62,158.55,147.99,157.32,131.69,168.26,140.51,177.73,159.81,183.77,160.7,150.55,130.33,144.62,212.16,175.61,144.81,161.4,134.67,144.86,231.43,185.32,154.59,150.3,204.92,153.68,158.12,150.89,151.83,135.78,158.02,161.05,169.45,127.57,162.72,158.04,160.77,165.93,202.17,161.28,160.85,130.88,60.13,126.24,171.48,171.62,121.41,35.3,182.17,153.12,166.99,168.11,133.93,167.84,139.18,157.23,159.63,144.72,170.56,176.26,155.71,126.3,140.95,161.76,144.48,160.73,124.93,129.01,50.01,137.97,147.97,160.37,158.08,169.41,144.22,139.15,154.18,181.63,165.06,169.27,138.48
2020-10-02,183.93,233.32,162.57,73.04,188.97,171.83,184.89,233.98,167.27,184.48,326.72,182.76,178.85,185.9,184.94,205.09,184.97,188.79,174.72,232.13,186.41,210.14,180.33,173.24,155.99,194.16,286.71,229.43,179.86,198.72,169.02,165.9,271.77,215.61,181.34,171.59,207.25,183.99,231.48,190.33,191.23,148.07,201.33,185.22,196.85,149.51,202.55,179.5,202.47,189.08,234.42,185.55,195.25,154.11,60.85,160.79,210.99,224.56,155.2,48.49,212.31,190.04,207.33,187.85,168.82,204.73,157.45,192.68,176.61,171.44,185.91,199.49,181.33,144.54,178.46,216.6,173.32,205.33,168.98,157.66,58.17,161.66,170.51,197.48,180.14,193.49,188.93,172.54,183.3,195.07,168.59,199.23,185.92
2020-10-03,174.02,259.93,159.96,69.59,196.18,185.97,175.11,263.55,194.7,191.46,558.04,189.75,194.8,196.87,208.35,195.76,214.79,189.53,188.76,217.49,181.4,196.91,207.91,162.93,162.16,215.68,320.29,224.45,171.59,199.26,201.12,171.4,269.04,209.62,209.81,173.71,217.67,197.79,219.99,191.96,190.41,148.97,226.26,191.28,233.93,155.93,202.79,199.73,215.76,193.12,248.16,195.12,193.67,146.77,57.21,174.84,212.13,234.26,156.62,47.71,221.34,202.45,199.74,215.04,208.31,223.43,166.63,213.98,201.07,215.03,205.5,200.96,226.19,164.58,181.9,213.83,202.6,241.07,213.64,161.44,55.11,170.01,167.25,189.76,192.53,199.32,222.54,178.2,223.93,195.23,173.25,215.44,177.55
2020-10-04,113.36,149.08,107.26,58.59,114.2,98.71,114.14,150.21,132.03,131.85,317.69,131.65,130.76,133.78,138.32,148.9,132.07,116.11,130.81,162.24,118.2,113.91,128.92,102.07,100.82,150.04,200.16,153.3,117.54,127.78,142.84,111.86,167.42,133.36,142.88,113.11,157.32,126.21,147.22,138.2,165.46,88.88,148.36,131.89,143.01,97.75,132.87,104.74,164.77,140.12,159.29,132.5,125.58,101.07,50.23,97.87,152.17,167.13,106.04,24.87,146.14,134.79,169.37,118.47,127.62,164.12,115.11,135.73,114.76,160.24,131.95,161.98,132.92,115.98,116.83,114.39,126.96,154.53,143.01,110.61,36.66,127.99,111.47,130.73,134.09,130.51,120.49,121.03,144.56,127.71,110.23,174.54,121.19
2020-10-05,137.93,168.61,125.35,69.14,137.98,142.26,138.29,169.53,124.15,132.33,238.1,149.18,140.58,142.62,139.24,172.85,135.33,143.36,115.95,153.64,137.32,155.56,145.23,140.09,123.56,142.91,186.23,152.33,139.61,134.25,136.0,131.03,212.71,166.97,147.43,138.69,156.57,144.57,146.78,139.62,143.88,128.97,153.25,141.45,150.26,124.09,144.54,151.51,149.77,143.05,188.8,150.89,146.65,117.43,60.82,113.56,156.99,160.75,105.29,27.38,150.29,138.35,183.32,152.59,144.91,161.58,128.91,145.21,146.33,133.46,147.59,154.56,131.55,114.55,129.06,154.52,142.83,142.91,122.33,117.75,43.28,127.42,140.03,140.72,130.67,149.44,143.73,131.27,146.88,154.73,149.51,162.59,146.45
2020-10-06,142.69,180.09,129.52,69.7,144.35,140.64,142.77,181.3,126.13,140.19,234.43,143.98,157.28,140.45,146.06,143.11,135.71,146.76,122.64,155.8,144.07,163.38,156.56,149.74,120.08,145.05,191.22,166.3,138.82,146.01,135.31,135.27,221.97,184.54,151.53,144.17,179.63,146.3,151.48,138.9,125.94,150.58,162.41,149.75,157.81,135.69,155.58,164.95,150.64,147.53,191.4,158.82,148.68,121.15,59.7,118.88,159.1,160.94,112.62,30.64,166.61,145.84,136.63,148.06,141.2,162.41,128.1,139.06,148.85,134.11,164.0,156.88,142.23,119.5,132.06,156.73,139.87,149.8,150.65,115.29,45.12,130.09,143.59,153.99,137.26,159.9,155.33,136.34,150.25,160.32,147.52,154.44,148.4
2020-10-07,143.19,197.06,132.86,70.31,148.84,151.31,143.43,198.86,128.98,141.34,268.96,153.42,148.34,149.08,144.12,150.55,142.75,154.95,128.69,164.27,146.27,163.96,151.16,150.34,118.52,132.36,218.92,153.04,141.64,142.17,135.52,141.68,222.64,176.43,153.18,147.84,177.34,152.01,151.27,155.33,133.49,141.52,157.25,158.06,162.37,120.7,159.88,177.17,148.64,152.28,197.47,155.4,156.55,123.52,56.84,122.07,157.34,157.89,114.31,31.76,166.58,146.96,145.01,155.3,141.05,167.0,154.24,140.67,139.68,143.1,152.9,164.14,139.99,113.3,137.53,168.53,135.54,151.37,139.53,120.65,46.71,152.15,147.15,158.35,143.85,154.59,148.4,140.04,156.21,161.24,156.73,155.9,155.11
2020-10-08,150.57,197.88,138.69,71.38,157.97,152.49,151.07,199.0,142.74,151.67,301.98,147.7,161.77,153.1,155.67,169.07,150.89,160.52,142.5,175.61,152.97,168.79,160.86,159.76,131.6,172.06,224.07,184.15,153.65,163.0,144.76,144.63,244.06,177.58,169.95,152.32,185.56,151.52,181.96,146.14,161.72,146.55,171.46,169.27,175.58,135.53,161.46,166.89,162.34,157.98,199.6,163.44,162.74,129.52,60.64,129.63,185.37,179.08,125.81,36.78,179.88,156.09,170.61,159.15,154.34,175.63,152.83,159.36,162.46,161.15,173.84,184.7,149.73,139.65,143.08,164.49,140.3,177.51,142.57,131.27,50.97,137.97,159.2,184.47,152.55,173.51,165.12,151.86,171.72,181.45,181.89,174.34,154.25
2020-10-09,182.47,238.77,163.36,81.08,194.62,190.78,183.33,238.87,182.36,191.44,456.26,182.17,193.87,188.48,220.0,204.39,196.07,200.05,175.95,230.31,188.11,206.76,198.5,178.52,151.11,200.78,318.12,223.61,178.22,202.37,187.34,170.26,282.42,215.2,201.57,178.9,250.86,190.25,219.34,218.06,211.86,164.75,207.66,215.53,201.77,154.3,205.01,190.95,224.92,192.46,233.69,205.4,205.64,153.0,68.26,169.49,215.35,227.11,156.2,46.15,228.51,210.61,233.45,193.79,168.67,223.27,174.89,245.1,212.46,200.7,207.82,240.06,187.55,149.61,178.31,240.4,198.34,222.55,178.37,161.9,60.34,181.51,184.44,211.42,194.73,199.91,197.99,180.58,195.72,204.34,179.34,235.51,192.13
2020-10-10,176.98,244.31,157.97,73.04,205.14,186.31,177.95,245.89,205.77,176.06,802.07,212.48,204.15,181.99,245.19,217.3,183.87,212.44,203.18,228.07,191.46,209.95,201.5,167.43,142.4,209.48,361.35,236.61,177.9,206.7,216.72,172.03,280.09,212.88,191.91,171.47,219.06,186.32,224.48,209.54,200.5,155.16,238.59,203.07,197.24,173.11,221.14,205.71,273.51,200.28,251.36,221.26,249.13,146.67,62.35,187.35,228.65,242.34,165.22,53.41,245.47,204.08,216.06,231.82,218.93,248.37,162.39,218.36,225.76,217.13,218.92,230.99,229.11,171.08,178.58,256.4,213.19,239.05,199.48,167.18,54.04,176.63,176.39,215.7,196.84,192.65,231.76,170.1,222.6,208.85,164.86,264.45,210.05
2020-10-11,124.47,155.3,111.56,61.57,129.73,117.94,125.16,156.95,142.85,130.04,533.49,145.39,152.33,139.49,172.88,156.44,128.1,139.43,130.2,185.39,126.94,97.29,135.56,112.01,99.48,174.63,249.19,169.73,121.5,150.77,153.74,120.33,192.08,143.86,151.53,120.61,187.35,131.35,168.31,152.46,179.04,108.7,168.96,152.82,141.84,109.55,147.86,121.62,204.88,156.66,169.36,154.95,150.64,104.08,53.73,112.37,165.96,189.1,116.2,26.77,176.71,144.11,225.68,146.1,170.01,203.17,125.87,156.26,172.94,146.82,157.05,174.22,150.73,125.94,127.05,133.11,158.26,179.46,144.48,126.19,38.26,127.36,119.23,138.79,164.59,147.66,158.2,127.14,158.25,144.66,120.72,218.57,126.71
2020-10-12,130.74,172.03,120.05,64.09,127.64,132.2,131.02,174.99,127.51,130.36,327.09,133.06,135.29,138.68,166.16,141.28,147.06,140.09,126.69,154.36,132.0,125.99,141.81,136.21,114.15,140.27,183.41,146.31,136.43,134.17,137.34,126.65,189.83,155.72,151.29,135.44,162.67,139.14,142.44,137.35,151.83,115.78,157.97,141.53,146.01,119.75,144.56,148.41,163.94,145.76,172.01,143.34,143.79,111.97,56.17,106.91,155.36,158.82,106.48,26.84,153.89,136.72,166.73,141.68,138.53,162.55,140.38,142.44,144.65,129.69,125.48,154.62,132.83,117.47,125.0,130.62,131.22,151.13,135.97,115.47,42.95,127.84,129.9,144.33,147.1,154.64,150.29,140.06,139.23,151.51,140.77,158.41,132.86
2020-10-13,143.22,192.82,124.95,68.26,144.01,121.19,143.55,194.64,125.71,135.8,354.28,140.04,147.88,142.68,168.24,153.11,139.21,140.86,121.54,159.74,140.7,158.55,150.67,144.62,119.9,133.36,191.47,137.9,139.25,142.58,133.39,132.34,218.29,158.8,156.6,138.24,170.76,148.49,162.17,135.92,125.59,142.51,168.35,149.92,151.41,130.18,147.26,164.32,150.52,146.82,184.31,168.88,153.81,116.82,60.48,119.72,160.01,162.41,115.35,30.82,167.94,142.56,136.63,145.76,145.14,160.68,138.7,146.27,138.69,136.58,147.3,153.09,128.4,121.59,129.54,146.85,145.93,146.91,127.98,116.61,45.78,137.61,137.63,154.49,147.54,151.4,160.29,146.59,148.28,148.72,150.13,146.62,137.55
2020-10-14,143.44,187.61,129.71,63.69,144.98,130.8,143.51,187.8,131.7,136.8,377.89,145.25,149.73,150.56,174.2,144.97,136.09,150.23,131.16,157.66,143.62,166.76,145.65,153.29,124.22,148.75,222.46,152.26,154.65,142.4,129.11,136.03,219.6,158.94,160.38,147.78,178.4,147.17,165.39,140.72,128.88,122.96,174.57,165.95,161.92,123.11,151.14,169.33,148.06,150.23,196.29,162.66,157.91,121.14,54.08,120.98,150.36,167.32,117.01,31.54,180.69,150.21,147.22,152.25,149.37,164.94,137.23,150.87,147.55,140.3,139.96,152.07,133.18,124.33,130.59,156.63,143.84,152.91,133.62,122.01,49.56,135.14,139.13,152.64,147.63,158.92,153.32,140.79,153.26,157.59,141.13,157.15,137.39
2020-10-15,147.45,182.02,127.81,64.16,139.2,148.13,147.74,182.91,134.29,200.64,301.41,145.62,157.91,156.66,179.85,297.99,146.05,150.18,132.72,183.4,147.69,156.71,164.86,145.81,126.8,139.84,208.21,164.94,145.13,152.63,146.15,132.29,210.77,151.88,158.25,143.42,186.07,145.01,158.06,144.67,156.27,125.92,168.57,168.19,160.37,142.14,168.6,153.84,156.21,153.54,182.07,157.63,152.63,120.06,54.86,117.95,166.43,163.92,123.97,32.96,165.65,145.32,181.2,145.07,138.98,168.37,137.61,156.53,144.5,139.66,154.73,180.79,163.2,109.84,138.42,154.28,145.21,162.03,133.1,131.66,45.11,132.35,143.1,146.1,150.97,164.71,143.2,143.89,155.16,156.24,141.33,172.76,149.16
2020-10-16,178.12,222.42,157.93,74.43,180.98,176.8,178.47,223.4,179.43,194.65,494.64,202.23,201.8,188.53,227.07,212.75,179.89,182.53,173.83,225.7,179.27,203.0,196.06,178.11,150.94,184.46,296.7,201.81,170.2,198.53,183.87,164.31,254.75,189.82,194.53,172.48,209.33,196.31,199.56,197.78,201.47,148.34,222.65,214.95,198.21,161.18,191.6,188.35,201.28,183.23,235.45,205.92,188.02,147.5,61.81,156.54,209.38,233.06,155.45,44.51,210.08,229.85,210.5,182.46,169.78,204.07,194.84,206.66,167.51,192.51,216.12,233.88,189.94,170.18,180.52,208.61,172.17,209.91,164.73,159.64,59.37,189.76,175.4,193.7,173.64,192.96,192.58,178.98,183.79,182.06,169.41,207.62,183.6
2020-10-17,168.16,232.35,149.89,68.14,188.61,163.44,168.54,234.79,208.88,158.47,940.55,187.37,201.97,213.4,220.76,195.79,185.35,176.46,209.97,226.04,175.74,191.5,199.09,155.31,153.32,179.69,356.04,194.37,172.26,197.51,189.53,161.89,270.86,197.74,215.49,158.88,199.04,194.43,197.64,195.9,176.0,146.46,242.92,229.4,192.06,146.32,190.91,194.06,197.45,181.44,219.4,219.81,185.33,140.01,58.5,167.96,204.04,218.75,157.85,46.47,206.79,197.45,200.18,209.3,210.99,200.34,187.12,219.0,148.7,224.95,229.34,236.03,189.1,196.36,176.34,223.14,196.32,213.52,181.75,155.01,51.04,177.26,174.35,193.12,178.03,181.35,205.74,166.51,210.25,170.78,164.6,223.96,185.12
2020-10-18,113.2,145.03,106.16,54.84,126.12,108.94,114.04,145.66,136.68,118.14,420.6,132.62,130.26,145.24,150.28,136.3,118.76,119.79,131.18,175.95,119.78,122.71,121.33,99.7,101.98,150.46,240.26,155.37,124.1,127.13,159.94,112.3,165.2,131.9,151.65,111.09,152.71,119.81,142.11,150.46,154.2,105.83,142.81,133.8,132.52,101.69,119.35,101.16,157.88,129.58,149.01,132.95,124.4,100.27,46.43,113.58,127.18,165.58,107.37,24.07,149.07,137.58,172.99,123.93,162.51,147.97,132.23,163.52,98.78,136.26,128.47,173.14,139.56,125.4,116.07,117.64,116.65,162.33,114.34,110.8,32.09,129.41,118.27,143.32,138.93,147.54,130.49,118.76,166.53,131.38,113.45,175.15,115.57
2020-10-19,130.21,159.26,115.79,62.95,125.62,133.37,130.89,161.37,117.73,128.23,229.44,136.33,139.87,133.23,133.33,153.42,121.49,132.12,113.34,142.21,136.36,144.93,132.69,131.59,132.51,124.52,166.26,147.8,132.16,137.62,128.42,115.23,175.97,141.92,142.32,130.36,150.88,135.42,140.7,123.18,125.89,123.68,125.76,144.35,139.18,112.13,132.14,129.08,142.7,134.64,163.01,139.8,157.56,110.44,53.68,106.23,140.58,137.78,98.73,24.42,147.07,126.97,130.01,137.14,103.93,148.17,131.58,135.2,125.92,122.68,132.63,143.0,118.48,99.05,124.99,137.54,134.39,138.42,110.43,110.8,37.46,123.16,126.74,139.38,126.19,138.7,141.39,127.57,134.32,139.38,123.48,141.91,130.38
2020-10-20,139.98,170.97,120.92,64.16,129.37,136.11,140.05,172.24,125.69,135.87,249.95,136.26,150.57,133.77,141.07,148.78,134.71,141.88,111.13,146.4,136.01,150.63,137.28,139.73,118.42,119.96,173.11,142.56,139.25,144.05,131.2,126.13,207.44,147.8,149.16,132.68,158.09,140.7,149.7,157.58,120.21,120.63,154.03,134.55,146.44,115.48,142.25,144.02,140.89,137.33,179.98,149.44,140.9,113.8,57.72,106.19,147.36,151.04,107.75,26.72,141.23,139.19,133.19,139.27,117.07,152.97,138.97,144.41,130.35,120.2,145.08,147.71,127.0,118.43,127.51,141.63,120.55,140.89,111.99,114.81,42.62,133.35,134.21,151.47,125.75,148.0,143.73,127.36,144.63,138.85,135.35,140.25,135.07
2020-10-21,142.23,171.41,124.03,63.71,138.33,126.1,141.89,172.52,129.16,139.67,242.9,138.56,145.36,169.16,142.24,147.77,129.3,144.99,127.42,159.91,137.98,142.61,137.28,141.89,128.93,119.46,190.26,150.58,145.6,138.95,130.45,127.85,192.83,148.98,157.12,136.32,166.93,140.32,147.55,167.52,140.24,115.43,163.24,144.27,153.57,124.19,149.24,141.34,140.79,141.35,182.73,151.97,140.9,117.01,56.73,117.21,146.13,147.02,108.51,28.73,155.26,137.09,149.25,148.61,117.97,152.15,141.85,136.89,131.04,140.89,145.85,163.34,129.6,120.21,128.1,147.22,134.25,149.68,113.55,116.88,40.88,130.2,139.94,168.43,124.17,148.38,146.84,135.11,152.21,153.9,137.19,152.33,133.92
2020-10-22,151.69,195.03,138.86,66.95,157.06,139.91,151.66,196.49,155.77,149.18,418.81,159.66,155.64,156.57,153.84,160.34,140.31,150.36,133.86,174.17,147.91,162.51,162.29,152.28,134.97,146.4,211.03,157.31,151.52,150.29,143.06,147.12,232.58,170.75,165.81,151.24,169.99,151.19,160.54,157.21,135.53,146.73,187.17,159.22,168.74,135.76,151.59,160.33,159.27,152.66,191.84,168.13,158.55,130.03,59.14,131.34,157.66,179.31,132.93,37.34,172.3,162.74,163.9,152.76,135.56,166.56,145.54,157.7,149.77,147.79,158.88,173.54,146.77,127.67,142.5,171.12,152.56,150.38,119.64,130.5,49.66,155.72,147.73,171.12,147.54,170.0,163.32,139.67,160.7,161.61,145.68,168.26,152.33
2020-10-23,173.16,227.68,150.96,71.22,175.12,169.65,175.36,228.9,169.1,173.69,336.78,182.17,179.23,190.61,202.09,193.87,171.9,176.33,170.02,209.53,177.73,202.61,169.13,168.72,149.29,173.13,263.85,190.43,176.11,169.24,162.45,153.33,244.1,182.43,186.04,161.69,183.76,177.0,194.27,170.07,181.81,137.31,208.27,182.23,193.23,140.16,174.51,181.37,189.97,172.89,207.16,175.39,172.35,143.17,63.79,150.27,193.02,204.1,144.19,38.47,234.12,181.89,198.76,171.13,154.42,187.68,172.93,173.15,173.62,176.45,186.87,204.02,168.94,135.96,170.63,197.98,178.08,194.46,156.99,153.45,53.95,166.02,179.02,195.21,168.19,182.87,174.1,174.16,188.42,183.99,157.19,206.2,172.76
2020-10-24,171.67,256.32,152.18,68.56,192.35,154.72,172.1,258.57,191.69,163.87,579.96,200.74,181.33,191.52,189.21,179.41,182.96,186.11,183.05,203.13,167.7,177.78,163.69,147.28,152.63,164.29,323.27,206.08,156.97,170.39,180.29,159.34,262.11,196.06,228.16,160.49,188.19,187.0,214.29,204.92,165.11,142.78,220.77,193.44,210.11,144.2,176.2,176.9,202.82,177.36,214.36,175.76,181.97,141.87,57.91,170.1,188.51,222.78,160.35,62.04,259.79,192.54,179.26,176.52,169.71,212.2,156.79,173.51,139.53,196.17,190.83,225.5,212.25,142.64,169.3,201.88,187.67,198.77,164.9,156.25,57.74,164.02,176.6,211.08,174.08,186.41,177.46,168.97,176.35,169.41,155.29,201.5,168.4
2020-10-25,111.12,144.21,103.5,49.36,109.44,98.94,112.01,144.38,131.65,116.85,343.74,159.96,121.49,132.92,152.32,133.25,116.37,118.59,115.7,147.59,116.29,102.51,122.79,100.77,94.96,232.93,192.75,137.52,114.94,120.32,132.96,108.77,154.28,126.11,151.57,109.1,132.54,126.92,143.68,132.43,152.9,88.79,149.42,126.0,143.46,91.79,118.27,97.83,147.67,126.23,145.7,125.43,119.97,96.69,42.71,93.47,129.24,159.28,103.34,23.52,218.84,132.36,167.7,107.59,124.5,164.67,109.02,135.09,102.68,126.4,132.24,170.2,126.03,109.3,113.01,117.17,112.55,144.63,111.99,109.12,30.33,125.74,111.65,110.24,127.77,127.86,128.81,111.97,131.86,126.24,102.25,165.14,105.69
2020-10-26,126.95,159.84,117.52,66.14,123.47,123.7,127.84,163.22,114.79,127.28,168.77,139.75,133.74,130.58,131.2,133.59,114.55,127.4,116.95,138.15,124.38,117.49,128.56,134.38,109.54,123.81,185.43,126.97,113.4,127.63,120.35,119.51,177.71,147.0,127.88,129.62,145.82,136.68,129.5,139.1,122.93,113.81,140.2,135.05,138.59,102.38,137.91,120.77,132.09,130.64,155.0,135.03,131.94,111.79,58.44,104.96,133.28,132.52,99.49,22.61,137.86,130.68,137.07,140.68,110.99,137.98,103.75,130.57,137.54,114.22,147.88,143.74,123.46,97.97,121.52,129.35,110.09,128.12,110.17,107.52,36.98,114.29,122.27,126.78,113.09,141.59,134.43,122.9,133.89,129.91,135.09,144.14,120.66
