date,sub_region_2,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
2020-02-21,Dubois County,106,98,,,102,100
2020-02-21,Elkhart County,107,92,100,115,103,99
2020-02-21,Fayette County,114,103,,,103,99
2020-02-21,Floyd County,101,105,,,100,100
2020-02-21,Fountain County,103,89,,,103,
2020-02-21,Franklin County,105,100,,,106,
2020-02-21,Fulton County,100,118,,100,98,
2020-02-21,Gibson County,103,95,,104,108,99
2020-02-21,Grant County,104,93,,111,104,99
2020-02-21,Greene County,106,93,,,104,100
2020-02-21,Hamilton County,106,105,114,,101,100
2020-02-21,Hancock County,105,127,,112,103,98
2020-02-21,Harrison County,106,104,,,99,101
2020-02-21,Hendricks County,104,102,,109,103,100
2020-02-21,Henry County,101,103,,98,101,100
2020-02-21,Howard County,102,98,,,102,100
2020-02-21,Huntington County,104,96,,,101,100
2020-02-21,Jackson County,103,100,,113,98,100
2020-02-21,Jasper County,98,95,,100,101,99
2020-02-21,Jay County,101,96,,,98,
2020-02-21,Jefferson County,104,101,,,104,99
2020-02-21,Jennings County,102,99,,,102,100
2020-02-21,Johnson County,103,106,,104,103,99
2020-02-21,Knox County,104,105,,,103,100
2020-02-21,Kosciusko County,103,98,,,100,100
2020-02-21,LaGrange County,103,99,,106,96,101
2020-02-21,Lake County,103,97,100,106,102,100
2020-02-21,LaPorte County,103,96,110,111,102,100
2020-02-21,Lawrence County,105,102,,,101,100
2020-02-21,Madison County,108,87,,105,102,99
2020-02-21,Marion County,104,98,107,104,102,100
2020-02-21,Marshall County,104,100,,94,101,99
2020-02-21,Martin County,117,109,,,103,
2020-02-21,Miami County,106,96,,,99,99
2020-02-21,Monroe County,106,109,116,99,102,99
2020-02-21,Montgomery County,106,93,,,99,100
2020-02-21,Morgan County,108,109,,,102,99
2020-02-21,Newton County,106,,,,105,
2020-02-21,Noble County,103,110,,,100,99
2020-02-21,Orange County,107,98,,,101,
2020-02-21,Owen County,108,98,,,105,
2020-02-21,Parke County,129,98,,,93,
2020-02-21,Perry County,100,96,,,96,
2020-02-21,Pike County,,96,,,110,
2020-02-21,Porter County,103,95,111,100,101,99
2020-02-21,Posey County,117,106,,,107,
2020-02-21,Pulaski County,110,109,,,104,
2020-02-21,Putnam County,107,98,,,101,98
2020-02-21,Randolph County,105,116,,,103,100
2020-02-21,Ripley County,105,93,,,103,98
2020-02-21,Rush County,104,106,,,102,
2020-02-21,Scott County,104,103,,,102,
2020-02-21,Shelby County,101,101,,103,100,100
2020-02-21,Spencer County,104,104,,,102,
2020-02-21,St. Joseph County,105,97,110,112,102,99
2020-02-21,Starke County,106,88,,,107,
2020-02-21,Steuben County,101,93,,107,101,100
2020-02-21,Sullivan County,105,97,,,99,
2020-02-21,Switzerland County,,98,,,106,
2020-02-21,Tippecanoe County,105,102,96,101,102,100
2020-02-21,Tipton County,105,96,,,102,
2020-02-21,Union County,,,,,108,
2020-02-21,Vanderburgh County,108,104,,,101,100
2020-02-21,Vermillion County,111,88,,95,102,
2020-02-21,Vigo County,104,104,106,108,101,100
2020-02-21,Wabash County,107,93,,,100,100
2020-02-21,Warren County,,,,,105,
2020-02-21,Warrick County,102,96,,,102,99
2020-02-21,Washington County,108,107,,,104,100
2020-02-21,Wayne County,100,91,,107,100,100
2020-02-21,Wells County,102,104,,,101,99
2020-02-21,White County,104,105,,94,103,100
2020-02-21,Whitley County,101,97,,,99,99
2020-02-22,,113,107,169,112,104,98
2020-02-22,Adams County,109,99,,,106,
2020-02-22,Allen County,111,107,187,114,101,98
2020-02-22,Bartholomew County,111,110,,,98,97
2020-02-22,Blackford County,95,96,,,,
2020-02-22,Boone County,116,103,,109,108,
2020-02-22,Brown County,183,105,,,118,
2020-02-22,Carroll County,116,101,,,109,
2020-02-22,Cass County,117,101,,,108,
2020-02-22,Clark County,108,116,210,84,104,98
2020-02-22,Clay County,108,96,,113,102,
2020-02-22,Clinton County,106,105,,,109,
2020-02-22,Crawford County,,,,112,,
2020-02-22,Daviess County,102,110,,,111,
2020-02-22,Dearborn County,112,114,,,101,
2020-02-22,Decatur County,112,112,,111,109,
2020-02-22,DeKalb County,109,124,,,110,
2020-02-22,Delaware County,113,104,,124,106,98
2020-02-22,Dubois County,111,107,,,97,
2020-02-22,Elkhart County,121,100,,122,103,96
2020-02-22,Fayette County,117,101,,,103,
2020-02-22,Floyd County,113,109,,,102,98
2020-02-22,Fountain County,116,89,,,,
2020-02-22,Franklin County,137,115,,,102,
2020-02-22,Fulton County,118,139,,,100,
2020-02-22,Gibson County,116,93,,104,110,
2020-02-22,Grant County,112,101,,127,107,97
2020-02-22,Greene County,112,107,,,103,
2020-02-22,Hamilton County,115,108,234,,103,97
2020-02-22,Hancock County,113,145,,99,109,97
2020-02-22,Harrison County,108,110,,,102,
2020-02-22,Hendricks County,111,106,,108,105,98
2020-02-22,Henry County,110,112,,101,102,
2020-02-22,Howard County,105,111,,,102,98
2020-02-22,Huntington County,125,108,,,110,
2020-02-22,Jackson County,109,104,,,105,98
2020-02-22,Jasper County,107,104,,112,109,
2020-02-22,Jay County,98,113,,,107,
2020-02-22,Jefferson County,112,107,,,115,
2020-02-22,Jennings County,110,110,,,103,
2020-02-22,Johnson County,113,116,,113,104,98
2020-02-22,Knox County,118,103,,,103,
2020-02-22,Kosciusko County,119,111,,,102,97
2020-02-22,LaGrange County,126,138,,111,112,
2020-02-22,Lake County,114,109,132,114,105,97
2020-02-22,LaPorte County,123,107,,111,102,98
2020-02-22,Lawrence County,111,104,,,105,
2020-02-22,Madison County,122,94,,110,105,98
2020-02-22,Marion County,112,105,175,108,105,98
2020-02-22,Marshall County,118,108,,106,107,
2020-02-22,Martin County,110,118,,,,
2020-02-22,Miami County,119,107,,,102,
2020-02-22,Monroe County,111,118,,105,105,98
2020-02-22,Montgomery County,124,103,,,103,
2020-02-22,Morgan County,113,121,,,105,98
2020-02-22,Newton County,113,,,,112,
2020-02-22,Noble County,118,111,,,102,
2020-02-22,Orange County,118,110,,,99,
2020-02-22,Owen County,117,121,,,110,
2020-02-22,Parke County,126,120,,,,
2020-02-22,Perry County,102,,,,100,
2020-02-22,Pike County,,102,,,,
2020-02-22,Porter County,113,108,221,112,105,97
2020-02-22,Posey County,119,95,,,106,
2020-02-22,Pulaski County,116,,,,,
2020-02-22,Putnam County,117,111,,,109,
2020-02-22,Randolph County,120,111,,,108,
2020-02-22,Ripley County,117,106,,,102,
2020-02-22,Rush County,122,110,,,104,
2020-02-22,Scott County,116,102,,,104,
2020-02-22,Shelby County,109,108,,107,105,
2020-02-22,Spencer County,142,114,,,109,
2020-02-22,St. Joseph County,119,106,184,114,104,97
2020-02-22,Starke County,133,109,,,116,
2020-02-22,Steuben County,116,100,,109,105,
2020-02-22,Sullivan County,104,98,,,109,
2020-02-22,Switzerland County,,106,,,,
2020-02-22,Tippecanoe County,116,114,,128,116,97
2020-02-22,Tipton County,114,100,,,108,
2020-02-22,Vanderburgh County,107,107,,,103,98
2020-02-22,Vermillion County,109,94,,,96,
2020-02-22,Vigo County,115,109,,127,105,98
2020-02-22,Wabash County,118,102,,,111,
2020-02-22,Warrick County,105,108,,,108,
2020-02-22,Washington County,115,111,,,109,
2020-02-22,Wayne County,106,99,,115,102,99
2020-02-22,Wells County,116,121,,,105,
2020-02-22,White County,116,121,,,113,
2020-02-22,Whitley County,113,118,,,104,
2020-02-23,,109,106,183,108,103,99
2020-02-23,Adams County,115,,,,100,
2020-02-23,Allen County,109,107,247,104,103,98
2020-02-23,Bartholomew County,110,102,,126,104,99
2020-02-23,Blackford County,109,119,,,,
2020-02-23,Boone County,113,107,,111,104,
2020-02-23,Brown County,172,108,,,,
2020-02-23,Carroll County,,109,,,98,
2020-02-23,Cass County,112,104,,,105,
2020-02-23,Clark County,103,114,143,106,104,99
2020-02-23,Clay County,109,93,,122,103,
2020-02-23,Clinton County,108,105,,,101,
2020-02-23,Crawford County,,,,98,,
2020-02-23,Daviess County,106,107,,,101,
2020-02-23,Dearborn County,109,112,,,102,
2020-02-23,Decatur County,111,119,,106,105,
2020-02-23,DeKalb County,107,107,,,106,
2020-02-23,Delaware County,108,100,,109,105,98
2020-02-23,Dubois County,108,104,,,105,
2020-02-23,Elkhart County,119,103,,131,104,98
2020-02-23,Fayette County,104,112,,,105,
2020-02-23,Floyd County,108,105,,,104,99
2020-02-23,Fountain County,103,101,,,,
2020-02-23,Franklin County,126,100,,,108,
2020-02-23,Fulton County,116,119,,,108,
2020-02-23,Gibson County,108,106,,112,105,
2020-02-23,Grant County,108,109,,119,107,98
2020-02-23,Greene County,111,106,,,105,
2020-02-23,Hamilton County,106,108,257,,102,99
2020-02-23,Hancock County,111,147,,102,105,
2020-02-23,Harrison County,106,109,,,101,
2020-02-23,Hendricks County,107,102,,103,104,99
2020-02-23,Henry County,112,114,,95,107,
2020-02-23,Howard County,106,104,,,103,99
2020-02-23,Huntington County,119,121,,,102,
2020-02-23,Jackson County,108,103,,,98,
2020-02-23,Jasper County,117,109,,109,111,
2020-02-23,Jay County,111,106,,,107,
2020-02-23,Jefferson County,102,100,,,96,
2020-02-23,Jennings County,112,93,,,107,
2020-02-23,Johnson County,111,114,,105,104,99
2020-02-23,Knox County,111,109,,,98,
2020-02-23,Kosciusko County,115,111,,,108,98
2020-02-23,LaGrange County,136,110,,118,95,
2020-02-23,Lake County,112,108,158,107,103,98
2020-02-23,LaPorte County,120,115,179,102,103,98
2020-02-23,Lawrence County,106,104,,,104,
2020-02-23,Madison County,117,94,,102,101,99
2020-02-23,Marion County,109,102,183,102,102,99
2020-02-23,Marshall County,115,118,,112,110,
2020-02-23,Martin County,,102,,,,
2020-02-23,Miami County,113,102,,,101,
2020-02-23,Monroe County,107,107,140,106,105,99
2020-02-23,Montgomery County,109,108,,,101,
2020-02-23,Morgan County,111,118,,,101,99
2020-02-23,Newton County,116,,,,,
2020-02-23,Noble County,118,117,,,103,
2020-02-23,Orange County,117,116,,,100,
2020-02-23,Owen County,120,111,,,102,
2020-02-23,Parke County,,110,,,,
2020-02-23,Perry County,100,,,,104,
2020-02-23,Porter County,118,107,,114,105,98
2020-02-23,Posey County,107,,,,103,
2020-02-23,Pulaski County,129,,,,,
2020-02-23,Putnam County,108,106,,,98,
2020-02-23,Randolph County,116,115,,,116,
2020-02-23,Ripley County,113,114,,,100,
2020-02-23,Rush County,121,111,,,105,
2020-02-23,Scott County,112,110,,,105,
2020-02-23,Shelby County,102,105,,109,101,
2020-02-23,Spencer County,122,114,,,109,
2020-02-23,St. Joseph County,113,107,261,116,108,98
2020-02-23,Starke County,123,113,,,107,
2020-02-23,Steuben County,119,106,,107,97,
2020-02-23,Sullivan County,109,98,,,104,
2020-02-23,Tippecanoe County,109,108,,118,110,98
2020-02-23,Tipton County,105,112,,,,
2020-02-23,Vanderburgh County,111,106,142,,104,99
2020-02-23,Vermillion County,107,106,,,,
2020-02-23,Vigo County,108,107,,114,103,98
2020-02-23,Wabash County,119,111,,,109,
2020-02-23,Warrick County,104,96,,,108,
2020-02-23,Washington County,106,104,,,113,
2020-02-23,Wayne County,106,92,,105,100,99
2020-02-23,Wells County,116,110,,,101,
2020-02-23,White County,119,120,,,106,
2020-02-23,Whitley County,115,113,,,106,
2020-02-24,,101,98,92,101,102,101
2020-02-24,Adams County,103,104,,,103,102
2020-02-24,Allen County,101,98,90,102,102,100
2020-02-24,Bartholomew County,98,98,,113,102,101
2020-02-24,Benton County,,,,,95,
2020-02-24,Blackford County,105,96,,,104,
2020-02-24,Boone County,94,90,,93,102,101
2020-02-24,Brown County,95,86,,,105,
2020-02-24,Carroll County,108,98,,,105,
2020-02-24,Cass County,104,95,,,103,100
2020-02-24,Clark County,100,111,71,104,101,102
2020-02-24,Clay County,106,92,,120,100,101
2020-02-24,Clinton County,92,94,,,106,101
2020-02-24,Crawford County,,,,90,102,
2020-02-24,Daviess County,96,92,,,105,103
2020-02-24,Dearborn County,103,100,,,101,102
2020-02-24,Decatur County,109,100,,109,101,102
2020-02-24,DeKalb County,97,101,,,105,100
2020-02-24,Delaware County,99,97,,103,100,101
2020-02-24,Dubois County,101,98,,,103,101
2020-02-24,Elkhart County,108,94,102,119,103,100
2020-02-24,Fayette County,99,102,,,106,102
2020-02-24,Floyd County,101,104,,,101,101
2020-02-24,Fountain County,92,100,,,108,
2020-02-24,Franklin County,103,95,,,103,
2020-02-24,Fulton County,99,107,,,102,
2020-02-24,Gibson County,99,96,,103,105,102
2020-02-24,Grant County,100,94,,102,106,101
2020-02-24,Greene County,98,92,,,104,102
2020-02-24,Hamilton County,96,95,86,,101,101
2020-02-24,Hancock County,101,126,,99,103,101
2020-02-24,Harrison County,101,99,,,100,102
2020-02-24,Hendricks County,98,101,,99,103,100
2020-02-24,Henry County,101,97,,98,100,102
2020-02-24,Howard County,99,97,,,104,100
2020-02-24,Huntington County,105,102,,,104,100
2020-02-24,Jackson County,102,99,,,100,101
2020-02-24,Jasper County,102,103,,98,103,100
2020-02-24,Jay County,100,101,,,104,
2020-02-24,Jefferson County,95,99,,,104,102
2020-02-24,Jennings County,107,99,,,103,101
2020-02-24,Johnson County,100,101,98,93,103,101
2020-02-24,Knox County,105,99,,,101,102
2020-02-24,Kosciusko County,102,100,,,102,99
2020-02-24,LaGrange County,112,104,,98,109,97
2020-02-24,Lake County,102,102,100,103,102,100
2020-02-24,LaPorte County,106,103,112,112,104,100
2020-02-24,Lawrence County,98,96,,,100,102
2020-02-24,Madison County,108,87,,97,103,102
2020-02-24,Marion County,98,95,96,97,101,102
2020-02-24,Marshall County,104,102,,104,102,101
2020-02-24,Martin County,100,102,,,103,
2020-02-24,Miami County,99,101,,,100,100
2020-02-24,Monroe County,97,101,,94,102,101
2020-02-24,Montgomery County,105,91,,,103,100
2020-02-24,Morgan County,101,107,,,101,101
2020-02-24,Newton County,103,,,,104,
2020-02-24,Noble County,104,113,,,109,99
2020-02-24,Orange County,96,102,,,105,
2020-02-24,Owen County,93,106,,,99,
2020-02-24,Parke County,,96,,,105,
2020-02-24,Perry County,98,87,,,101,
2020-02-24,Pike County,,,,,94,
2020-02-24,Porter County,103,104,100,100,103,99
2020-02-24,Posey County,104,93,,,107,
2020-02-24,Pulaski County,105,,,,104,
2020-02-24,Putnam County,109,102,,,102,101
2020-02-24,Randolph County,99,95,,,104,102
2020-02-24,Ripley County,102,96,,,103,103
2020-02-24,Rush County,107,118,,,103,
2020-02-24,Scott County,103,95,,,102,101
2020-02-24,Shelby County,93,101,,97,99,101
2020-02-24,Spencer County,82,108,,,104,
2020-02-24,St. Joseph County,106,100,97,103,103,100
2020-02-24,Starke County,106,97,,,104,
2020-02-24,Steuben County,102,102,,95,102,101
2020-02-24,Sullivan County,116,99,,,104,
2020-02-24,Switzerland County,,100,,,104,
2020-02-24,Tippecanoe County,96,100,83,99,103,101
2020-02-24,Tipton County,90,104,,,109,
2020-02-24,Union County,,,,,113,
2020-02-24,Vanderburgh County,102,103,81,,101,101
2020-02-24,Vermillion County,104,,,100,98,
2020-02-24,Vigo County,100,101,88,110,102,101
2020-02-24,Wabash County,104,94,,,103,102
2020-02-24,Warren County,,,,,105,
2020-02-24,Warrick County,99,97,,,102,102
2020-02-24,Washington County,103,103,,,102,102
2020-02-24,Wayne County,98,91,,99,100,102
2020-02-24,Wells County,104,104,,,104,100
2020-02-24,White County,106,101,,,102,101
2020-02-24,Whitley County,99,97,,,103,100
2020-02-25,,102,102,96,103,102,100
2020-02-25,Adams County,113,104,,,100,101
2020-02-25,Allen County,103,103,90,99,102,100
2020-02-25,Bartholomew County,105,101,,116,102,99
2020-02-25,Benton County,,,,,101,
2020-02-25,Blackford County,100,106,,,101,
2020-02-25,Boone County,100,106,,102,100,101
2020-02-25,Brown County,95,100,,,105,
2020-02-25,Carroll County,110,111,,,102,
2020-02-25,Cass County,106,104,,,101,101
2020-02-25,Clark County,106,116,103,100,102,100
2020-02-25,Clay County,106,93,,109,101,101
2020-02-25,Clinton County,101,94,,,100,101
2020-02-25,Crawford County,,,,90,101,
2020-02-25,Daviess County,103,102,,,102,102
2020-02-25,Dearborn County,104,105,,,101,100
2020-02-25,Decatur County,106,106,,102,100,102
2020-02-25,DeKalb County,97,120,,,104,100
2020-02-25,Delaware County,105,108,,100,102,100
2020-02-25,Dubois County,102,92,,,102,101
2020-02-25,Elkhart County,108,96,102,113,104,100
2020-02-25,Fayette County,111,104,,,100,99
2020-02-25,Floyd County,104,107,,,102,100
2020-02-25,Fountain County,114,104,,,103,
2020-02-25,Franklin County,96,89,,,100,
2020-02-25,Fulton County,97,128,,,101,
2020-02-25,Gibson County,111,99,,104,105,100
2020-02-25,Grant County,107,107,,108,103,100
2020-02-25,Greene County,108,98,,,102,99
2020-02-25,Hamilton County,102,103,94,,101,100
2020-02-25,Hancock County,107,129,,105,103,100
2020-02-25,Harrison County,104,102,,,101,100
2020-02-25,Hendricks County,104,104,78,102,102,100
2020-02-25,Henry County,104,109,,102,100,100
2020-02-25,Howard County,103,108,,,102,100
2020-02-25,Huntington County,104,109,,,102,100
2020-02-25,Jackson County,104,105,,110,100,100
2020-02-25,Jasper County,100,98,,96,103,100
2020-02-25,Jay County,111,103,,,103,
2020-02-25,Jefferson County,102,104,,,101,100
2020-02-25,Jennings County,111,105,,,104,99
2020-02-25,Johnson County,106,108,,99,101,100
2020-02-25,Knox County,107,104,,,104,101
2020-02-25,Kosciusko County,102,108,,,101,100
2020-02-25,LaGrange County,104,102,,104,104,100
2020-02-25,Lake County,95,96,93,109,99,101
2020-02-25,LaPorte County,95,102,98,101,101,101
2020-02-25,Lawrence County,106,99,,,104,101
2020-02-25,Madison County,106,92,,101,102,100
2020-02-25,Marion County,105,101,92,102,102,100
2020-02-25,Marshall County,108,107,,92,100,101
2020-02-25,Martin County,110,98,,,106,
2020-02-25,Miami County,107,109,,,100,100
2020-02-25,Monroe County,105,105,84,105,102,100
2020-02-25,Montgomery County,102,94,,,100,100
2020-02-25,Morgan County,106,102,,,101,100
2020-02-25,Newton County,93,,,,101,
2020-02-25,Noble County,104,116,,,104,100
2020-02-25,Ohio County,,,,,104,
2020-02-25,Orange County,97,101,,,98,
2020-02-25,Owen County,96,102,,,103,
2020-02-25,Parke County,,102,,,101,
2020-02-25,Perry County,103,100,,,101,
2020-02-25,Pike County,,96,,,105,
2020-02-25,Porter County,95,98,87,99,102,101
2020-02-25,Posey County,119,106,,,104,
2020-02-25,Pulaski County,107,,,,105,
2020-02-25,Putnam County,110,104,,,101,101
2020-02-25,Randolph County,99,105,,,101,101
2020-02-25,Ripley County,106,105,,,104,101
2020-02-25,Rush County,105,123,,,100,
2020-02-25,Scott County,103,101,,,103,101
2020-02-25,Shelby County,100,101,,100,102,100
2020-02-25,Spencer County,110,106,,,100,
2020-02-25,St. Joseph County,104,102,86,104,101,100
2020-02-25,Starke County,104,110,,,103,
2020-02-25,Steuben County,110,108,,106,102,100
2020-02-25,Sullivan County,96,99,,,103,
2020-02-25,Switzerland County,,94,,,103,
2020-02-25,Tippecanoe County,100,105,81,94,102,100
2020-02-25,Tipton County,117,108,,,101,
2020-02-25,Union County,,,,,103,
2020-02-25,Vanderburgh County,109,109,93,,102,99
2020-02-25,Vermillion County,96,,,100,102,
2020-02-25,Vigo County,107,105,,102,100,100
2020-02-25,Wabash County,105,109,,,103,100
2020-02-25,Warren County,,,,,105,
2020-02-25,Warrick County,104,99,,,102,100
2020-02-25,Washington County,104,100,,,101,101
2020-02-25,Wayne County,101,102,,98,100,101
2020-02-25,Wells County,107,114,,,103,101
2020-02-25,White County,106,123,,,100,101
2020-02-25,Whitley County,106,108,,,101,101
2020-02-26,,101,97,93,102,99,102
2020-02-26,Adams County,97,93,,,98,103
2020-02-26,Allen County,93,89,91,100,97,103
2020-02-26,Bartholomew County,105,106,,105,101,101
2020-02-26,Benton County,,,,,80,
2020-02-26,Blackford County,98,90,,,95,
2020-02-26,Boone County,92,92,,101,98,102
2020-02-26,Brown County,105,87,,,104,
2020-02-26,Carroll County,91,91,,,94,
2020-02-26,Cass County,97,89,,,96,102
2020-02-26,Clark County,112,117,95,100,103,100
2020-02-26,Clay County,107,94,,102,98,99
2020-02-26,Clinton County,99,101,,,99,101
2020-02-26,Crawford County,56,,,91,100,
2020-02-26,Daviess County,107,100,,,104,101
2020-02-26,Dearborn County,110,110,,,102,101
2020-02-26,Decatur County,113,107,,99,100,99
2020-02-26,DeKalb County,87,92,,,90,107
2020-02-26,Delaware County,103,99,,106,101,100
2020-02-26,Dubois County,106,102,,,101,101
2020-02-26,Elkhart County,100,88,94,112,100,102
2020-02-26,Fayette County,111,101,,,102,99
2020-02-26,Floyd County,108,108,,,101,100
2020-02-26,Fountain County,91,75,,,98,
2020-02-26,Franklin County,104,101,,,101,
2020-02-26,Fulton County,92,68,,,96,
2020-02-26,Gibson County,115,98,,102,104,99
2020-02-26,Grant County,100,95,,97,100,102
2020-02-26,Greene County,110,98,,,102,101
2020-02-26,Hamilton County,94,95,91,,100,102
2020-02-26,Hancock County,97,118,,108,100,101
2020-02-26,Harrison County,107,103,,,103,100
2020-02-26,Hendricks County,101,102,,99,100,102
2020-02-26,Henry County,105,103,,101,99,101
2020-02-26,Howard County,97,98,,,98,102
2020-02-26,Huntington County,91,86,,,87,105
2020-02-26,Jackson County,106,107,,112,99,101
2020-02-26,Jasper County,87,76,,95,83,107
2020-02-26,Jay County,97,101,,,105,
2020-02-26,Jefferson County,113,107,,,103,100
2020-02-26,Jennings County,117,106,,,103,99
2020-02-26,Johnson County,104,107,102,107,100,101
2020-02-26,Knox County,119,105,,,103,100
2020-02-26,Kosciusko County,88,87,,,91,106
2020-02-26,LaGrange County,70,75,,116,90,109
2020-02-26,Lake County,98,93,104,103,97,102
2020-02-26,LaPorte County,96,93,98,104,88,106
2020-02-26,Lawrence County,113,105,,,103,100
2020-02-26,Madison County,107,88,,98,100,101
2020-02-26,Marion County,102,101,94,103,100,101
2020-02-26,Marshall County,90,90,,103,96,105
2020-02-26,Martin County,104,102,,,104,
2020-02-26,Miami County,101,95,,,95,103
2020-02-26,Monroe County,100,98,79,93,101,101
2020-02-26,Montgomery County,106,102,,,99,102
2020-02-26,Morgan County,107,108,,,100,100
2020-02-26,Newton County,82,,,,83,
2020-02-26,Noble County,89,102,,,85,107
2020-02-26,Ohio County,,,,,104,
