geo_type,region,transportation_type,alternative_name,sub-region,country,2020-01-13,2020-01-14,2020-01-15,2020-01-16,2020-01-17,2020-01-18,2020-01-19,2020-01-20,2020-01-21,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-27,2020-09-28,2020-09-29,2020-09-30,2020-10-01,2020-10-02,2020-10-03,2020-10-04,2020-10-05,2020-10-06,2020-10-07,2020-10-08,2020-10-09,2020-10-10,2020-10-11,2020-10-12,2020-10-13,2020-10-14,2020-10-15,2020-10-16,2020-10-17,2020-10-18,2020-10-19,2020-10-20,2020-10-21,2020-10-22,2020-10-23,2020-10-24,2020-10-25,2020-10-26
county,Brown County,driving,,Indiana,United States,100,96.24,110.44,98.97,129.07,148.92,110.63,113.55,96.33,101.03,101.13,142.43,136.78,120.41,91.25,100.56,102.63,117.4,122.86,197.74,133.11,107.9,102.82,126.62,95.67,128.5,204.7,146.75,106.49,103.57,106.11,112.7,148.82,199.06,168.49,130.57,119.1,111.95,125.4,165.19,247.51,175.73,111.57,113.45,96.8,101.6,151.55,243.56,166.89,108.84,121.07,126.34,125.59,174.6,276.95,212.32,114.3,119.29,121.73,112.32,145.34,141.3,132.74,107.9,111.57,94.92,90.12,120.13,104.05,84.67,88.15,86.17,83.54,88.62,88.71,113.55,91.06,103.67,77.14,77.7,104.61,146.66,127.75,84.38,82.6,111.85,112.14,79.96,106.3,131.8,54.84,90.5,93.04,110.82,96.33,96.8,169.14,104.99,117.22,119.38,154.28,96.33,166.23,139.42,103.57,130.01,144.31,101.22,108.37,179.12,288.99,129.26,131.14,110.16,151.27,151.93,137.72,207.9,135.09,,,160.68,140.92,172.81,238.95,171.59,149.58,146.57,160.3,171.78,280.9,373,361.9,310.82,207.34,178.93,198.21,258.33,395.11,337.91,193.7,213.26,206.11,198.97,286.64,443.09,372.53,227.38,203.2,209.97,239.13,327.56,479.68,420.23,233.49,231.14,261.34,255.03,360.87,487.39,307.34,222.77,242.05,268.3,264.44,337.54,376.01,300.38,220.7,233.96,239.98,308.84,402.16,392,376.95,258.8,229.73,218.53,256.35,338.48,449.29,310.54,255.03,243.93,251.55,241.77,348.07,452.68,373.19,240.92,232.17,225.21,254.19,362.46,462.75,366.42,221.26,241.49,249.58,224.37,330.95,336.78,328.22,219.19,242.24,229.35,245.34,341.02,481.19,395.2,205.83,192.29,205.08,226.62,300,437.63,358.33,227.56,222.48,231.23,239.32,331.14,416.27,316.27,188.33,212.42,202.35,192.57,277.52,407.81,358.98,187.39,181.56,174.41,204.23,320.41,558.7,498.31,385.32,204.99,214.11,214.39,294.83,457.86,341.11,204.99,194.36,211.57,223.14,366.23,579.96,408.94,241.49,215.52,209.6,217.12,351.74,573.94,413.92,183.35,199.44,205.83,215.9,326.72,558.04,317.69,238.1,234.43,268.96,301.98,456.26,802.07,533.49,327.09,354.28,377.89,301.41,494.64,940.55,420.6,229.44,249.95,242.9,418.81,336.78,579.96,343.74,168.77
county,Carroll County,driving,,Indiana,United States,100,110.33,106.84,104.9,113.82,121.99,80.53,108.02,103.42,104.23,101.49,123.77,111.52,87.3,99.85,104.98,98.96,102.3,124.29,117.61,86.63,101.71,108.17,104.83,98.66,134.4,133.66,96.21,106.24,115.68,99.63,93.54,124.37,130.53,104.53,108.4,111.44,107.28,124.07,140.42,143.76,115.23,114.04,114.86,91.01,123.25,150.22,155.57,112.04,118.5,117.01,126.23,118.35,154.46,166.42,122.81,137.52,113.15,108.1,108.54,121.62,102.08,88.86,99.78,101.93,102.82,92.87,103.64,89.3,63.15,79.57,84.77,80.16,76.67,68.65,66.27,60.18,86.11,75.19,79.12,80.83,94.95,75.19,66.86,94.5,99.85,95.91,97.7,110.4,98.29,56.98,95.17,96.88,93.98,103.64,110.4,109.21,71.55,109.88,117.46,111.44,104.46,122.44,110.92,87.59,113.22,118.72,107.43,111.74,133.51,129.79,100.52,122.88,109.44,128.16,149.18,158.4,145.62,103.71,,,141.98,142.35,159.51,159.36,115.16,142.12,135.36,157.36,148.44,213.15,205.2,185.96,156.39,180.39,159.29,167.24,191.46,200.82,152.97,146.14,181.43,166.05,174.59,221.69,231.58,176.97,174.89,169.61,176.08,196.58,222.36,253.42,200.37,187.74,179.35,191.9,192.79,217.24,241.9,161.89,174.29,188.71,188.63,202.97,238.19,237.89,191.16,181.87,186.03,209.66,212.26,235.88,237.89,199.85,210.55,197.77,211.29,199.78,233.95,268.5,180.16,198.07,183.51,192.79,190.79,230.53,266.34,186.85,188.19,194.5,191.46,211.22,240.12,266.94,176.75,169.47,189.6,201.56,211.96,241.38,224.37,159.66,189.23,209.88,182.47,177.41,229.27,237.07,183.51,168.65,183.66,169.24,185.14,222.44,233.73,167.46,186.92,196.95,190.86,192.79,223.7,222.88,178.68,166.05,166.27,178.83,177.04,197.99,232.84,167.83,143.98,167.98,179.49,195.17,246.51,239.75,193.91,164.34,164.34,166.79,179.05,234.47,262.26,177.27,181.65,178.97,180.46,191.38,211.59,244.65,173.25,162.63,155.79,158.32,167.31,195.77,230.68,145.39,141.46,157.43,134.7,155.13,182.76,189.75,131.65,149.18,143.98,153.42,147.7,182.17,212.48,145.39,133.06,140.04,145.25,145.62,202.23,187.37,132.62,136.33,136.26,138.56,159.66,182.17,200.74,159.96,139.75
county,Cass County,driving,,Indiana,United States,100,107.85,104.41,113.51,119.39,105.87,75.12,102.77,102.94,103.32,111.25,114.44,118.13,82.12,95.55,102.9,110.7,106.5,126.81,120.86,82.29,103.48,114.6,113.09,99.75,134.66,140.66,92.03,100.29,115.32,99.75,95.97,129.12,142.34,97.57,111.58,110.07,117.46,112.97,129.71,177.09,105.96,110.74,118.8,85.56,123.16,143.94,141.59,103.61,121.7,128.33,127.11,121.11,157.91,194.84,116.2,125.47,115.02,121.44,118.25,124.34,104.95,84.68,103.32,100.63,91.73,95.68,100.5,80.32,66.34,79.9,85.23,76.54,75.28,85.02,61.35,55.01,76.37,74.15,78.35,88.38,106.38,68.28,59.63,94.25,94.25,97.4,98.57,90.94,87.45,58.41,90.85,92.99,89.51,99.54,93.62,95.51,80.07,105.71,101.68,103.82,96.68,124.46,89.47,80.78,100.46,100.17,94.04,95.59,124.17,121.7,91.02,109.32,108.81,117.96,122.66,128.75,118.25,82.38,,,121.44,118.67,132.19,139.19,94,138.36,130.21,148.38,144.69,170.84,152.75,133.15,139.45,150.52,155.85,140.03,168.78,174.28,135.29,159.09,171.38,147.8,170.29,190.22,185.86,148.97,163.95,153.5,166.51,179.65,198.2,203.99,168.11,175.83,172.72,188.71,180.53,211.2,218.46,153.5,164.25,164.75,182.08,182.46,210.24,185.77,160.97,166.93,156.11,179.61,205.16,207.43,188.12,160.89,186.82,176.16,175.79,198.45,211.46,229.29,162.23,199.92,185.86,176.08,177.13,214.23,241.21,159.34,173.65,168.49,176.75,179.9,219.64,221.57,167.06,166.76,175.54,191.19,186.99,219.47,194.88,147.08,169.41,176.33,166.01,197.27,207.18,223.67,169.62,154.34,172.64,155.6,169.11,199.08,219.77,165.76,158.71,174.19,164.62,164.41,209.82,232.73,154.64,168.57,164.58,167.98,177.42,196.06,204.41,158.54,161.06,167.18,169.53,199.29,245.99,207.43,171,144.65,170.29,179.77,174.7,213.3,210.37,171.63,173.77,171.25,174.65,189.47,199.54,207.34,149.27,153.29,160.51,157.24,169.41,203.06,209.4,171.17,145.99,147.67,144.19,158.62,178.85,194.8,130.76,140.58,157.28,148.34,161.77,193.87,204.15,152.33,135.29,147.88,149.73,157.91,201.8,201.97,130.26,139.87,150.57,145.36,155.64,179.23,181.33,121.49,133.74
county,Clark County,driving,,Indiana,United States,100,108.32,103.01,104.68,123.74,118.31,87.72,102.2,97.8,101.98,104.48,119.2,116.2,84.6,93.84,101.74,99.24,105.26,121.88,124,90.59,99.43,99.71,101.64,105.19,118.22,121.59,88.78,105.57,106.86,112.92,120.58,149.91,142.32,100.4,105.79,102.44,107.16,116.33,137.24,147.86,98.56,102.49,107.64,106.78,113.48,142.42,150.63,108.86,104.43,113.86,112.6,122.52,153.39,159.44,115.48,108.27,110.21,117.46,109.4,126.27,113.72,85.22,93.91,89.78,84.42,84.36,99.67,77.18,58.12,74.51,71.12,66.45,72.28,78.3,68.13,54.9,70.19,64.43,70.06,72.91,75.93,63.72,52.73,70.18,71.44,73.9,73.52,81.28,69.59,40.61,70.38,78.71,84.74,84.15,84.73,80.9,65.44,89.37,87.98,91.92,84.52,102.09,84.33,66.92,94.26,97.49,92.03,95.61,113.48,104.33,79.78,108.18,93.94,109.13,113.29,122.07,126.36,83.33,,,122.21,141.15,150.45,150.6,114.23,127.17,135.23,139.06,149.9,176.06,153.23,122.23,124.38,146.86,144.56,156.19,166.59,162.19,128.84,140.93,147,146.7,151.18,175.27,172.39,138.09,146.23,145.33,158.13,171.99,194.73,191.28,152.47,156.44,161.62,159.66,170.58,194.37,205.57,142.63,157.4,159.19,172.67,180.02,209.48,217.97,164.66,163.65,173.96,180.28,201.15,211.58,169.37,159.17,169.43,164.95,168.81,176.52,201.02,204.34,152.8,162.41,165.54,169.33,172.01,200.72,200.71,152.97,159.09,162.5,175.67,176.7,202.83,194.09,152.95,159.24,163.47,164.96,157.98,185.8,180.48,144.61,161.39,161.04,174.85,174.21,203.81,198.95,150.76,154.39,160.64,160.62,169.19,192.1,187.46,147.82,154.26,152.5,159.75,164.29,191.13,187.78,143.51,150.74,150.3,153.15,156.8,179.89,177.83,138.49,142.52,147.4,155.08,161.03,204.04,179.94,149.43,148.33,151.74,154.11,162.52,189.2,193.35,139.76,154.14,157.54,154.6,166.58,193.25,199.94,143.53,148.61,149.33,146.42,156.18,184.9,195.17,141.12,134.62,136.69,145.88,158.55,185.9,196.87,133.78,142.62,140.45,149.08,153.1,188.48,181.99,139.49,138.68,142.68,150.56,156.66,188.53,213.4,145.24,133.23,133.77,169.16,156.57,190.61,191.52,132.92,130.58
county,Clay County,driving,,Indiana,United States,100,101.63,99.8,106.62,129.82,121.73,87.94,103.97,95.98,106.72,111.04,120.31,120.1,98.37,92.82,101.07,96.08,103.41,126.21,118.58,90.48,100.41,114.2,97.2,98.22,130.74,124.63,102.24,102.65,104.43,101.27,114.91,135.83,133.18,95.47,111.7,111.81,111.76,113.59,148.85,135.62,116.03,101.68,110.43,103.05,118.12,146.82,170.43,112.11,102.7,116.23,112.98,125.34,146.72,141.98,115.93,113.84,113.54,119.59,109.26,118.37,116.39,96.28,102.75,100,94.76,92.11,109.47,87.74,68.24,76.84,75.17,62.29,65.85,82.14,75.37,58.58,76.39,76.34,79.95,80.61,87.63,69.01,67.18,76.49,80.05,91.15,77.96,88.14,85.09,53.33,85.9,86.21,84.27,90.28,100.15,92.57,77.91,91.4,97.76,105.9,85.55,107.68,101.22,73.64,110.18,109.72,100.61,104.02,128.09,163.05,102.95,124.07,109.26,118.47,138.32,138.22,138.47,93.74,,,129.01,132.32,142.7,146.82,104.17,133.59,132.32,142.54,159.13,179.03,171.6,154.81,141.32,153.74,168.65,168.24,187.28,176.59,145.14,151.91,138.63,154.66,166.51,182.44,189.21,147.23,175.93,157.66,168.5,166.36,210.08,189.72,177.25,162.65,163.56,185.45,175.01,207.33,218.93,155.06,176.28,192.93,186.31,251.6,215.62,199.34,171.25,164.89,160.25,180.71,210.69,203.26,185.65,167.33,177.4,173.79,175.27,199.95,224.33,221.88,175.22,178.63,164.27,169.62,186.16,206.21,200.36,199.03,173.18,179.13,224.07,236.49,236.18,218.73,172.37,166.97,196.69,213.69,212.72,195.22,181.27,148.09,160.31,159.03,164.22,183.82,210.33,196.79,160.61,146.06,160.25,164.94,166.92,205.95,220.46,167.89,149.01,150.13,161.32,155.78,202.29,207.79,149.72,135.78,157.76,156.49,150.43,200.66,191.86,150.03,140.41,152.93,169.97,173.69,211.55,223.51,171.65,163.36,143.87,162.65,168.24,182.54,206.46,147.94,133.64,147.58,150.89,149.62,204.02,212.93,143.77,146.56,144.99,154.55,172.32,192.62,227.74,172.26,130.53,134.86,136.95,147.99,184.94,208.35,138.32,139.24,146.06,144.12,155.67,220,245.19,172.88,166.16,168.24,174.2,179.85,227.07,220.76,150.28,133.33,141.07,142.24,153.84,202.09,189.21,152.32,131.2
county,Clinton County,driving,,Indiana,United States,100,98.6,96.52,97.68,133.28,112.72,86.52,108.79,99.73,101.01,107.2,131.18,118.24,90.51,94.54,108.91,96.37,102.47,117.36,120.01,85.42,98.81,98.08,106.99,91.61,123.03,114.55,100.52,106.35,110.25,96.49,103.36,140.7,131.15,100.92,118.3,114.12,105.77,114.03,140.05,125.35,107.05,104.03,102.9,94.05,119.43,149.54,147.35,116.56,110.52,122.33,115.34,129.8,158.69,158.3,117.51,113.33,115.31,127.3,118.24,132.09,112.32,93.93,99.76,95.73,87.25,83.31,105.92,86.88,59.95,81.18,76.33,68,73.22,72.67,64.89,52.2,77.09,72.45,71.93,75.11,86.55,63.24,50.76,75.53,80.11,87.1,75.14,89.08,77.21,47.77,78.16,78,78.62,93.01,85.45,92.22,68.06,88.01,89.05,94.72,88.71,102.26,85.6,72,97.68,98.35,95.76,97.86,111.01,108.63,83.07,95.97,102.9,106.07,115.59,123.86,116.6,89.54,,,127.91,130.29,136.21,123.83,89.17,127.21,125.87,132.06,131.91,165.44,142.89,120.65,123.22,136.88,136.46,141.73,160.77,151.37,120.47,133.83,146.71,135.88,156.44,168.21,156.56,135.36,145.76,175.9,146.55,179.04,175.53,186.85,140.67,152.68,153.45,161.96,163.91,200.76,186,143.62,158.48,156.31,164.15,171.66,233.68,191.18,155.74,165.68,163.36,174.22,203.26,191.37,248.96,171.05,185.05,157.29,174.13,179.65,213.51,202.47,184.05,166.84,172.36,176.42,180.38,224.07,228.04,152.93,171.14,162.39,157.11,186.94,203.05,219.74,178.77,171.35,167.18,186.58,176.33,205.89,204.51,164.15,160.62,170.71,154.67,168.24,193.84,213.06,161.01,153.08,159.37,164.49,168.76,206.22,215.53,165.28,184.72,176.85,177.94,185.81,199.66,204.15,146.28,283.22,172.06,142.53,155.55,193.59,189.72,143.26,144.97,143.62,146.52,165.92,232.12,223.83,149.18,166.78,168.36,159.18,167.91,193.69,204.06,151.43,161.1,154.18,156.44,165.25,193.75,193.75,145.94,141.76,141.95,151.68,160.25,205.34,204.88,153.05,128.74,135.85,147.07,157.32,205.09,195.76,148.9,172.85,143.11,150.55,169.07,204.39,217.3,156.44,141.28,153.11,144.97,297.99,212.75,195.79,136.3,153.42,148.78,147.77,160.34,193.87,179.41,133.25,133.59
county,Daviess County,driving,,Indiana,United States,100,105.89,112.35,115.13,131.31,120.73,72.91,102.63,111.3,105.84,103.83,129.1,107.13,77.07,96.51,103.83,91.86,111.11,122.69,125.08,76.54,104.64,97.18,100,98.28,125.28,117.76,84.73,107.28,107.08,96.36,116.95,144.66,167.45,107.47,103.02,105.94,107.13,102.82,142.8,122.26,99.38,100.67,103.21,95.64,128.24,138.82,121.06,91.38,91.67,119.15,115.37,110.53,146.15,132.89,91.53,107.18,106.65,107.42,94.02,132.89,109.38,75.83,99.62,90.14,89.76,83.82,104.45,94.69,55.48,91.48,70.46,82,77.6,86.21,62.9,47.06,68.79,66.06,70.75,81.14,91.81,69.32,44.47,81.86,78.08,87.6,80.56,96.03,69.55,42.41,82.34,81.95,84.2,80.76,95.69,76.74,53.61,104.6,97.89,100.14,96.94,107.95,86.21,59.45,97.94,94.78,96.12,93.92,122.83,103.35,65.25,101.48,100.48,112.92,124.99,122.93,134.56,79.61,,,123.7,129.58,130.83,143.47,87.7,136,125.13,125.99,141.36,185.69,144.28,118.29,113.21,140.59,139.73,136.62,157.44,168.84,119.48,145.62,141.55,152.61,149.4,185.93,175.54,118.43,141.31,147.3,163.67,173.91,184.16,176.69,133.32,150.93,144.95,157.25,156.34,189.76,201.24,129.58,149.98,160.08,158.88,176.83,210.63,184.3,141.84,152.75,155.29,158.02,159.17,194.4,149.78,145.28,160.27,170.94,155.34,181.62,206.08,205.55,147.49,152.9,163.52,171.47,164.77,190.28,193.06,134.9,155.19,160.75,162.37,152.9,191.53,199.71,133.56,144.18,159.02,160.12,157.49,181.43,165.73,126.71,149.21,154.52,159.41,163.67,184.2,187.03,134.71,140.74,135.23,148.3,166.06,182.34,176.83,129.49,151.27,148.3,155.91,159.07,205.46,184.92,127.48,137.67,134.32,147.44,163.48,186.88,187.98,120.01,135.57,138.25,139.35,158.69,204.98,211.97,133.03,138.58,145.24,154.52,165.34,229.44,246.86,128.87,144.09,154.14,141.89,149.93,197.85,192.72,126.57,132.31,144.71,142.46,161.08,207.32,225.18,141.69,128.1,142.32,142.8,131.69,184.97,214.79,132.07,135.33,135.71,142.75,150.89,196.07,183.87,128.1,147.06,139.21,136.09,146.05,179.89,185.35,118.76,121.49,134.71,129.3,140.31,171.9,182.96,116.37,114.55
county,DeKalb County,driving,,Indiana,United States,100,102.76,99.11,107.25,124.08,102.12,75.64,102.83,103.55,104.72,104.29,119.33,114.22,81.26,94.28,96.88,101.53,108.17,125.36,116.78,72.98,97.91,103.32,99.03,93.51,110.37,116.27,80.59,102.76,107.35,102.73,102.58,134.65,118.92,92.65,107.38,109.45,103.45,115.02,133.55,129.65,89.53,106.36,105.31,92.77,109.01,132.53,124.57,88.59,107.74,116.55,122.4,117.93,142.98,148.21,89.81,106.64,106.61,109.88,102.3,115.86,104.11,74.11,89.84,90.5,84.22,86.18,88.61,71.07,48.8,72.6,72.14,60.93,66.88,68.95,53.63,42.57,60.47,69.69,66.04,68.11,77.81,53.06,47.57,70.97,73.03,76.4,73.85,75.82,64.17,39.27,73.57,69.99,78.86,84.65,75.33,73.01,64.91,88.41,88.07,82.97,88.2,98.65,84.47,71.91,92.31,91.27,89.73,91.47,120.68,104.75,74.21,104.65,108.94,111.59,119.43,129.39,116.8,70.48,,,126.89,119.59,138.23,127.83,89.27,117.11,132.28,131,147.37,163.46,153.58,126.2,124.26,151.46,140.5,143.95,164.63,156.41,113.36,135.67,147.4,143.05,157.25,176.38,171.81,137.46,139.33,153.06,139.02,163.99,196.42,186.93,141.19,164.1,173.21,165.99,176.61,207.51,209.22,128.98,163.69,151.86,166.78,184.37,202.07,193.28,149.72,157.51,155.69,171.91,199.54,180.26,152.17,146.6,158.84,162.26,162,171.32,207.48,207.12,152.73,166.06,165.73,176.15,180.29,212.39,210.32,143.08,161.39,161.06,173.19,186.26,220.28,213.59,166.65,162.9,170.45,176.97,188.71,218.28,175.13,135.96,158.58,164.63,170.58,181.36,217.9,199.64,147.68,155.95,155.82,168.16,167.65,202.89,193.97,140.81,168.16,169.13,162.41,176.92,208.71,201.48,142.57,149.28,157.74,148.26,166.45,185.52,179.06,124.69,148.16,156.77,165.63,187.39,242.98,202.89,142.9,138.69,156.82,151.05,160.37,196.25,191.98,131.82,152.89,155.69,230.87,166.62,191.88,191.57,132.28,150.18,152.63,147.14,164.02,192.16,191.5,136.9,145.61,157.87,152.4,168.26,188.79,189.53,116.11,143.36,146.76,154.95,160.52,200.05,212.44,139.43,140.09,140.86,150.23,150.18,182.53,176.46,119.79,132.12,141.88,144.99,150.36,176.33,186.11,118.59,127.4
county,Dearborn County,driving,,Indiana,United States,100,95.89,98.15,104.51,136.83,142.98,114.87,123.91,110.28,117.64,105.88,127.57,157.73,105.84,98.17,97.4,96.22,104.74,132.47,160.84,105.84,96.39,95.68,97.26,101.6,145.39,171,116.72,99.65,104.05,97.13,109.56,159.51,189.97,135.21,118.51,111.67,111.07,114.62,166.2,177.61,114.67,93.08,107.35,106.23,117.08,146.72,171.48,116.41,98.13,104.13,107.06,105.94,140.24,177.75,120.94,120.44,106.23,106.96,101.45,118.84,109.62,81.33,77.63,75.97,73.29,73.85,80.08,65.43,56.92,69.48,60.1,63.86,64.69,65.52,62.84,55.05,61.97,65.66,62.94,66.78,83.03,67.7,56.73,64.6,65.33,70.84,69.3,74.62,69.07,42.04,70.73,71.62,75.24,83.44,86.87,81.33,70.09,80.12,82.03,85.94,79.06,98.59,84.71,69.09,90.11,91.25,82.34,98.11,109.8,112.48,79.02,107.48,88.78,99.46,117.55,112.07,118.99,81.43,,,119.88,128.33,134.34,133.15,100.56,127.92,134.46,139.41,149.11,171.21,161.32,128.92,125.8,141.36,150.93,139.63,160.05,169.19,136.41,143.31,141.44,151.58,144.08,184.48,191.44,148.48,144.97,158.08,150.08,155.46,190.71,186.58,143.98,155.65,177.17,174.12,174.62,212.3,219.57,143.77,161.18,171.31,176.42,189.95,232.3,221.33,176.24,154.32,165.06,184.86,199.75,219.34,208.97,168.57,174.2,174.05,193.25,186.73,235.52,219.73,168.61,174.51,169.75,179.29,171.96,207.91,229.62,192.31,160.22,166.47,152.99,173.58,216.43,209.2,172.31,163.4,163.15,178.6,164.06,198.61,191.48,153.99,164.91,160.34,171.87,165.66,197.61,207.42,169.3,144.06,159.76,164.89,167.97,205.77,207.58,154.05,147.55,155.67,163.69,167.2,197.01,216.51,161.15,152.7,149.25,149.31,148.17,177.92,194.87,144.04,132.74,142.9,150,148.77,215.83,213.83,179.37,144.02,151.27,149.77,165.37,182.86,228.56,150.12,147.28,142.29,145.2,160.45,193.71,226.3,155.36,131.33,129.73,129.93,146.9,183.9,221.46,155.3,126.17,125.36,136.48,140.51,174.72,188.76,130.81,115.95,122.64,128.69,142.5,175.95,203.18,130.2,126.69,121.54,131.16,132.72,173.83,209.97,131.18,113.34,111.13,127.42,133.86,170.02,183.05,115.7,116.95
county,Decatur County,driving,,Indiana,United States,100,105,108.26,105.72,137.51,125.32,95.26,113.21,110.16,103.94,104.53,129.64,125.19,99.92,99.07,103.13,105.63,108.04,140.14,138.19,96.27,100.76,108.26,100.51,105.67,129.68,143.99,111.05,113.42,117.57,104.15,124.47,161.01,160.58,119.81,133.66,118.59,116.85,116.93,154.02,151.48,118.97,111.01,112.96,105.21,127.56,164.78,159.57,122.61,106.39,122.14,127.9,131.92,163.63,161.69,130.36,123.29,122.9,122.73,125.44,137.17,115.83,95.51,96.99,95.47,85.9,89.12,93.52,75.36,64.56,75.28,71.72,67.74,78.49,71.85,67.32,58.55,67.36,62.7,71.85,60.58,62.28,47.63,40.69,61.64,61.09,66.38,78.15,73.58,65.28,42.46,72.86,79.89,81.8,79.68,87.6,78.92,70.91,86.88,87.17,88.27,78.41,99.49,86.16,72.35,97.42,100.17,91.87,92.38,120.41,109.44,95.89,106.77,105.08,117.61,130.61,132.26,128.28,93.99,,,122.4,123.79,147.67,134.67,114.31,132.47,123.62,125.49,145.89,178.45,164.44,140.81,149.66,152.71,151.06,148.01,177.52,190.73,156.77,137.72,150.55,162.91,161.3,202.88,245.51,206.31,179.3,159.7,147.16,174.6,215.37,209.78,172.35,174.89,179.38,177.14,190.69,223.92,243.31,153.13,183.62,168.76,182.26,187.51,250,223.37,189.71,172.69,185.22,198.48,213.21,216.55,191.66,201.95,180.99,184.46,176.38,197.42,250.8,243.31,197.08,185.14,186.58,194.67,199.2,257.62,260.84,212.66,187.72,172.4,181.29,188.31,240.77,248.65,204.19,178.62,181.88,186.54,185.65,239.29,202.2,182.47,183.57,180.19,179.64,181.71,225.28,235.69,198.31,155.29,183.45,171.34,181.16,251.91,325.02,188.82,183.19,167.57,177.9,193.01,222.86,223.88,161.43,164.94,158.51,166.81,179.97,207.2,200.51,163.46,154.4,153.05,161.56,172.69,231.67,236.37,192.46,184.34,163.04,165.41,178.66,220.96,226.71,163.97,165.71,151.78,168.42,180.02,221.3,253.85,186.28,160.08,153.56,154.36,194.45,265.92,237.81,182.94,144.88,146.66,148.48,177.73,232.13,217.49,162.24,153.64,155.8,164.27,175.61,230.31,228.07,185.39,154.36,159.74,157.66,183.4,225.7,226.04,175.95,142.21,146.4,159.91,174.17,209.53,203.13,147.59,138.15
